id,number,acceptdate,sum,descriptionRu,customer_name,provider_name,customer_bin,provider_bin
1573,№ 06/АЭД-916,09.02.2016 18:02,75000,Орындаушы  бағдарламалық қамтамасыз етуді «Архив электронных документов для Системы электронного документооборота «Log Book» Модулі (одан әрі - Бағдарлама) қатысты қызметін көрсетеді,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЭКОНОМИКИ И ФИНАНСОВ ГОРОДА ШАХТИНСКА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ИНФОРМАЦИОННЫХ СИСТЕМ ""WTO""",140140004866,060740001589
1574,3,22.01.2016 09:43,8747321,услуги  уличного   освещения  населенных   пунктов сельского округа Батыр,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА СЕЛЬСКОГО ОКРУГА БАТЫР"" АКИМАТА МУНАЙЛИНСКОГО РАЙОНА","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""МАНГИСТАУЭНЕРГО"" АКИМАТА МУНАЙЛИНСКОГО РАЙОНА",111040004007,000840000553
1575,1,20.01.2016 11:25,66768,"үытсыздандыру және улау қызметi  (собственное помещение 700,7 кв.м,планируемое арендное помещение 1154,2 кв.м)","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РЕСОЦИАЛИЗАЦИИ ЛИЦ, ОКАЗАВШИХСЯ В ТРУДНОЙ ЖИЗНЕННОЙ СИТУАЦИИ"" РУДНЕНСКОГО ГОРОДСКОГО ОТДЕЛА ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУДНЕНСКАЯ ДЕЗИНФЕКЦИОННАЯ СТАНЦИЯ""",010540001700,010840004805
1576,2,18.01.2016 16:08,89977,Страхование автотранспорта,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""АУЛИЕКОЛЬСКОЕ МЕЖРАЙОННОЕ ДОРОЖНО-ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ"" УПРАВЛЕНИЯ ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРАХОВАЯ КОМПАНИЯ ""КАЗКОММЕРЦ- ПОЛИС"" (ДОЧЕРНЯЯ ОРГАНИЗАЦИЯ АО ""КАЗКОММЕРЦБАНК"")",080640011467,991040003338
1577,07,22.01.2016 17:14,275143,"Обслуживание программного продукта ""Парус-КАЗ.Бюджет"" (Бухгалтерский учет МСФО.Расчет заработной платы).","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 21"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ОБРАЗОВАНИЯ ГОРОДА СЕМЕЙ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-КАЗ""",991040001321,071140021605
1578,68,05.05.2016 15:59,111600,Услуги по техническому обслуживанию и ремонту вычислительной техники,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""",ИП ТРОЕГЛАЗОВ ИГОРЬ,970240000770,640820302334
1579,2,20.01.2016 20:01,940071,Ақпараттық жүйесін жүргізілуі мен техникалық қолдау қызметі,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ФИНАНСОВ АКСУСКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-КАЗ""",030740003440,071140021605
1580,1,18.01.2016 12:02,50000,Семинар,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ КАРАЖАЛСКОГО ГОРОДСКОГО МАСЛИХАТА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР КВАЛИФИЦИРОВАННОГО ОБУЧЕНИЯ""",990440005099,091240019889
1581,1,21.01.2016 17:48,188392,Услуги по заправке картриджей,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ СЕЛЬСКОГО ХОЗЯЙСТВА И ВЕТЕРИНАРИИ ГОРОДА АЛМАТЫ""",ИП RANUR,150240014968,911220300871
1582,2,25.01.2016 19:12,78214,"акпараттық-кұкыктық камтамасыз ету-""Зан"" деректер базасына абонентік қызмет көрсету","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ФИНАНСОВ АКИМАТА САРЫКОЛЬСКОГО РАЙОНА""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИНСТИТУТ ЗАКОНОДАТЕЛЬСТВА И ПРАВОВОЙ ИНФОРМАЦИИ РЕСПУБЛИКИ КАЗАХСТАН"" МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН",000340005188,990540004034
1583,5,18.01.2016 11:07,36282000,"""Күтуші"" қызметі","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ ГОРОДА ПАВЛОДАРА""","ОБЩЕСТВЕННОЕ ОБЪЕДИНЕНИЕ ""БИРЛИК""",041240005403,030940005820
1585,2,20.01.2016 10:51,375853,проведение медицинского осмотра (санитарные книжки),"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ВЫСШИЙ КОЛЛЕДЖ ЛЕСНОГО ХОЗЯЙСТВА, ЭКОЛОГИИ И ТУРИЗМА, ГОРОД ЩУЧИНСК, БУРАБАЙСКИЙ РАЙОН"" ПРИ УПРАВЛЕНИИ ОБРАЗОВАНИЯ АКМОЛИНСКОЙ ОБЛАСТИ","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""БУРАБАЙСКАЯ РАЙОННАЯ ПОЛИКЛИНИКА"" ПРИ УПРАВЛЕНИИ ЗДРАВООХРАНЕНИЯ АКМОЛИНСКОЙ ОБЛАСТИ",000140001704,070240006721
1586,1,19.01.2016 16:58,120625,дезинфекция и дератизация ,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ГОРОДА ШЫМКЕНТ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШЫМКЕНТ-ДЕЗИНФЕКЦИЯ""",070340009899,001040003442
1587,1,21.01.2016 10:11,275143,обслуживание программного продукта «Парус-КАЗ. Бюджет» (Бухгалтерский учет МСФО. Расчет заработной платы). ,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЯСЛИ-САД № 10 ""БАЛ БҰЛАҚ"" ГУМАНИТАРНО-ЭСТЕТИЧЕСКОГО И ОЗДОРОВИТЕЛЬНОГО ПРОФИЛЯ"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ОБРАЗОВАНИЯ ГОРОДА СЕМЕЙ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-КАЗ""",090440019704,071140021605
1588,3,02.02.2016 17:42,188393,Услуги по вывозу сухого мусора,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ОХРАНЫ ОБЩЕСТВЕННОГО ЗДОРОВЬЯ СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ КОМИТЕТА ОХРАНЫ ОБЩЕСТВЕННОГО ЗДОРОВЬЯ МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНИК""",031140002265,050240013582
1589,19,29.01.2016 17:15,55000,Банктік қызмет,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ПОСЕЛКА СОЛНЕЧНЫЙ ГОРОДА ЭКИБАСТУЗА""","ЭКИБАСТУЗСКИЙ РЕГИОНАЛЬНЫЙ ФИЛИАЛ № 369900 АКЦИОНЕРНОГО ОБЩЕСТВА ""НАРОДНЫЙ СБЕРЕГАТЕЛЬНЫЙ БАНК КАЗАХСТАНА""",980340001813,070941024691
1590,9,20.01.2016 16:38,370434,зимнее содержание дорог,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ АКИМАТА АЛТЫНСАРИНСКОГО РАЙОНА""","КОСТАНАЙСКИЙ ОБЛАСТНОЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗАХАВТОДОР""",110240010561,990241001807
1593,2,20.01.2016 16:13,28000,услуги дезинфекции и дератизации,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 40 ИМЕНИ Д.М. КАРБЫШЕВА"" КОММУНАЛЬНОГО ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ОБРАЗОВАНИЯ АКИМАТА ГОРОДА ПЕТРОПАВЛОВСКА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЗИНФЕКЦИЯ""",960740000509,980940003366
1596,1,25.01.2016 15:54,353786,Оплата услуг связи,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ АКИМАТА ГОРОДА ТАРАЗ ЖАМБЫЛСКОЙ ОБЛАСТИ""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ASTEL"" (АСТЕЛ)",110640018591,011140001666
1597,02/01/16,15.01.2016 18:32,16964,"бумага для факсов
","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ПРЕДПРИНИМАТЕЛЬСТВА АКИМАТА ГОРОДА ЭКИБАСТУЗА""","ИП ""Иванова Е.М""",060240003458,730323450209
1598,43,01.02.2016 18:56,5671429,"Содержание водонапорной башни и сетей водопровода в с. Мойылды
","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ ГОРОДА ПАВЛОДАРА""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ГОРКОМХОЗ"" ОТДЕЛА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ ГОРОДА ПАВЛОДАРА, АКИМАТА ГОРОДА ПАВЛОДАРА",041240000819,080540016107
1599,02,26.01.2016 18:24,275143,"Обслуживание программного продукта ""Парус-КАЗ. Бюджет"" (Бух.учет МСФО. Расчет зарплаты)","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ШЫМКЕНТСКАЯ ГОРОДСКАЯ СПЕЦИАЛИЗИРОВАННАЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА №1"" УПРАВЛЕНИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА ШЫМКЕНТ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-КАЗ""",991240003860,071140021605
1600,3,01.02.2016 19:32,68750,Услуги связи (абонентская плата),"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ГОРОДА КАРКАРАЛИНСК КАРКАРАЛИНСКОГО РАЙОНА КАРАГАНДИНCКОЙ ОБЛАСТИ""","КАРАГАНДИНСКАЯ ОБЛАСТНАЯ ДИРЕКЦИЯ ТЕЛЕКОММУНИКАЦИЙ - ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КАЗАХТЕЛЕКОМ""",950440001029,970641000334
1601,0009,15.01.2016 19:27,79800,Обслуживание теплосчетчика,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ТЕАТР ИМЕНИ АБАЯ"" УПРАВЛЕНИЯ КУЛЬТУРЫ, АРХИВОВ И ДОКУМЕНТАЦИИ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",ИП КРИВОШЕЕВ ЮРИЙ ВИКТОРОВИЧ,990340005362,640225302200
1602,2,18.01.2016 15:09,173000,«1С кәсіпорын 8. Қазақстанның мемлекеттік мекемелері үшін бухгалтерлік есеп» бағдарламалық өнімді сүйемелдеу бойынша қызметтер,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""РЕВИЗИОННАЯ КОМИССИЯ ПО КАРАГАНДИНСКОЙ ОБЛАСТИ""","ИП ""КОМПАНИЯ ""M-SOFT""",110940011545,580719401419
1604,3,25.01.2016 10:39,7410,Қағаздар А4 80г/м2 500ж,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ ""ҚАРАҒАЙЛЫ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛМАТЫ КЕНСЕ""",990340005372,041040002332
1605,6,16.01.2016 11:47,117506,Приобретение шкафов,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШАРУАШЫЛЫҚ 2012""",ИП УРАЗБАЕВА САРА,010640002198,460101411769
1606,01,17.02.2016 17:05,252643,"""Обслуживание прграммного продукта """"Парус-Каз.Бюджет"""" (Бухгалтерский учет МСФО.Расчет заработной платы)""","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА БАЛХАШСКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-КАЗ""",010340002533,071140021605
1607,2,19.01.2016 18:33,814286,Телекоммуникациялық байланыс қызметтерін көрсету,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОРОДСКОГО ПЛАНИРОВАНИЯ И УРБАНИСТИКИ ГОРОДА АЛМАТЫ""","РЕГИОНАЛЬНАЯ ДИРЕКЦИЯ ТЕЛЕКОММУНИКАЦИЙ ""АЛМАТЫТЕЛЕКОМ""-ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КАЗАХТЕЛЕКОМ""",990740001176,151141016493
1608,2,26.01.2016 13:08,1300827,азық-түлік,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ШАРДАРИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ОБЩЕСТВЕННОГО ЗДОРОВЬЯ ТУРКЕСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАН АСЫЛ""",091040007917,120240013964
1609,9,22.01.2016 14:59,45000,"Дератизация, дезинсекция","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ОБРАЗОВАНИЯ АКИМАТА ГОРОДА ЛИСАКОВСКА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИСАКОВСКАЯ ДЕЗСТАНЦИЯ""",060140008851,140140017603
1610,8,20.01.2016 10:42,70000,"Услуги по ремонту компьютеров, заправке картриджов и замене барабанов принтеров.","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЯСЛИ-САД N 26 ""ҮМІТ"" АКИМАТА ГОРОДА АСТАНЫ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""AVAS""",990340004979,100840013467
1612,3,21.01.2016 09:52,4263,Публикация объявлений в СМИ,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ОБРАЗОВАНИЯ АКИМАТА ГОРОДА ЛИСАКОВСКА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС-ЦЕНТР""",060140008851,960540000809
1614,12,25.01.2016 13:40,13000,Услуги по изготовлению баннера,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ОБРАЗОВАНИЯ АКИМАТА ГОРОДА ЛИСАКОВСКА""",ИП БУЛЮХИНА ГАЛИНА АНАТОЛЬЕВНА,060140008851,730801450306
1617,2,16.01.2016 00:18,620022,Канцелярские товары,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖЕТЫСАЙСКАЯ РАЙОННАЯ БОЛЬНИЦА ""АСЫКАТА"" УПРАВЛЕНИЯ ОБЩЕСТВЕННОГО ЗДОРОВЬЯ ТУРКЕСТАНСКОЙ ОБЛАСТИ","ИП ""ТАЛГАТ""",091040000395,720325302320
1618,6,22.01.2016 17:02,39600,"услуги по информационной правовой системе ""Параграф""","ГУ ""ОТДЕЛ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ АКИМАТА ГОРОДА КОСТАНАЯ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОТЕХ & СЕРВИС""",950340000364,050840004387
1619,3,16.01.2016 01:02,481896,Запасные части для орг.техники ,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖЕТЫСАЙСКАЯ РАЙОННАЯ БОЛЬНИЦА ""АСЫКАТА"" УПРАВЛЕНИЯ ОБЩЕСТВЕННОГО ЗДОРОВЬЯ ТУРКЕСТАНСКОЙ ОБЛАСТИ","ИП ""ТАЛГАТ""",091040000395,720325302320
1620,12,19.01.2016 18:53,81827,крупа перловая,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КЫЗЫЛОРДИНСКИЙ ЦЕНТР ОКАЗАНИЯ СПЕЦИАЛЬНЫХ СОЦИАЛЬНЫХ УСЛУГ № 1"" УПРАВЛЕНИЯ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ КЫЗЫЛОРДИНСКОЙ ОБЛАСТИ""",ип  АБДРАХМАНОВА,970540001234,810508400562
1621,13,19.01.2016 18:49,78110,крупа манная,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КЫЗЫЛОРДИНСКИЙ ЦЕНТР ОКАЗАНИЯ СПЕЦИАЛЬНЫХ СОЦИАЛЬНЫХ УСЛУГ № 1"" УПРАВЛЕНИЯ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ КЫЗЫЛОРДИНСКОЙ ОБЛАСТИ""",ип  АБДРАХМАНОВА,970540001234,810508400562
1622,17,18.01.2016 16:35,160704,мед,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КЫЗЫЛОРДИНСКИЙ ЦЕНТР ОКАЗАНИЯ СПЕЦИАЛЬНЫХ СОЦИАЛЬНЫХ УСЛУГ № 1"" УПРАВЛЕНИЯ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ КЫЗЫЛОРДИНСКОЙ ОБЛАСТИ""",ип  АБДРАХМАНОВА,970540001234,810508400562
1625,1,18.01.2016 17:03,52056,услуг по техническому обслуживанию систем отопления и индивидуальных тепловых пунктов,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-ГИМНАЗИЯ №59"" УПРАВЛЕНИЯ ОБРАЗОВАНИЯ ГОРОДА АЛМАТЫ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SK CAPITAL STROY""",990440003964,141240009090
1626,1,19.01.2016 16:26,139286,"Техническое обслуживание  пожарной сигнализации с выводом на пульт ДЧС г.Астана.Плановый/ внеплановый мониторинг (устранение неполадок) системы пожарной сигнализации
(январь-декабрь)
 ","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-ЛИЦЕЙ № 28"" АКИМАТА ГОРОДА НУР-СУЛТАН","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРТНЕР ИНВЕСТ""",690840000010,100540010025
1627,7,18.01.2016 11:24,24997000,Услуги специалистов жестового языка,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ ГОРОДА ПАВЛОДАРА""","ОБЩЕСТВЕННОЕ ОБЪЕДИНЕНИЕ ИНВАЛИДОВ ""МЕДЕТ-ПАВЛОДАР""",041240005403,100540011422
1628,5,26.01.2016 10:19,107000,Бензин АИ-92,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОБЛАСТНОЙ СПЕЦИАЛИЗИРОВАННЫЙ ЛИЦЕЙ-ИНТЕРНАТ ""БІЛІМ-ИННОВАЦИЯ"" ДЛЯ ОДАРЕННЫХ ДЕТЕЙ"" КОММУНАЛЬНОГО ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ОБРАЗОВАНИЯ АКИМАТА СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭТАЛОН-АВТОРЕСУРС""",060640002513,070740001654
1629,1,20.01.2016 21:46,180000,ағымдағы жөңдеу және компьютерлік техникаға қызмет көрсету жөніндегі қызмет,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ОБРАЗОВАНИЯ, ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА КУРЧАТОВА ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ РЕСПУБЛИКИ КАЗАХСТАН""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ITLINK""",060140003286,101140004544
1630,№3,20.01.2016 11:24,3342,Дезинсекция мен дератизация қызметтері,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ № 5"" АКИМАТА ГОРОДА РУДНОГО","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУДНЕНСКАЯ ДЕЗИНФЕКЦИОННАЯ СТАНЦИЯ""",970240002955,010840004805
1631,1,19.01.2016 16:06,16027,Келісім туралы тауардың (қатал күй табағым) мемлекеттік сатып ал,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""КОСТАНАЙСКАЯ ГОРОДСКАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛГОРИТМ-СЕРВИС""",920940000291,000640003382
1632,1,18.01.2016 11:51,155000000,по подготовке и участию членов областных сборных команд по водному поло на республиканских и международных спортивных соревнованиях,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛУБ ПО ВОДНОМУ ПОЛО ""АЙША БИБИ""",990540000923,110140005790
